timestamp,node_id,human_detected,confidence_score,distance_m,machine_speed_kmh,machine_state,cabin_rotation_deg,image_base64_preview
2026-07-02T11:34:21.000Z,EXCAVATOR-NODE-04,False,0.0,13.11,3.9,FORWARD,32,NULL
2026-07-02T11:34:23.000Z,EXCAVATOR-NODE-04,False,0.0,14.58,3.2,DIGGING,35,NULL
2026-07-02T11:34:25.000Z,EXCAVATOR-NODE-04,False,0.0,8.19,2.4,IDLE,87,NULL
2026-07-02T11:34:27.000Z,EXCAVATOR-NODE-04,False,0.0,10.79,4.1,IDLE,87,NULL
2026-07-02T11:34:29.000Z,EXCAVATOR-NODE-04,False,0.0,9.49,3.9,FORWARD,-113,NULL
2026-07-02T11:34:31.000Z,EXCAVATOR-NODE-04,False,0.0,6.08,3.4,FORWARD,102,NULL
2026-07-02T11:34:33.000Z,EXCAVATOR-NODE-04,False,0.0,6.39,1.8,IDLE,-102,NULL
2026-07-02T11:34:35.000Z,EXCAVATOR-NODE-04,False,0.0,13.82,3.0,SWINGING,-102,NULL
2026-07-02T11:34:37.000Z,EXCAVATOR-NODE-04,False,0.0,10.91,4.0,FORWARD,-34,NULL
2026-07-02T11:34:39.000Z,EXCAVATOR-NODE-04,False,0.0,8.74,3.3,DIGGING,149,NULL
2026-07-02T11:34:41.000Z,EXCAVATOR-NODE-04,False,0.0,9.48,4.2,IDLE,-31,NULL
2026-07-02T11:34:43.000Z,EXCAVATOR-NODE-04,False,0.0,11.66,2.4,IDLE,-83,NULL
2026-07-02T11:34:45.000Z,EXCAVATOR-NODE-04,False,0.0,10.69,3.7,SWINGING,-71,NULL
2026-07-02T11:34:47.000Z,EXCAVATOR-NODE-04,False,0.0,10.4,3.3,DIGGING,100,NULL
2026-07-02T11:34:49.000Z,EXCAVATOR-NODE-04,False,0.0,8.96,3.7,SWINGING,7,NULL
2026-07-02T11:34:51.000Z,EXCAVATOR-NODE-04,False,0.0,10.25,1.5,IDLE,114,NULL
2026-07-02T11:34:53.000Z,EXCAVATOR-NODE-04,False,0.0,14.18,1.7,DIGGING,24,NULL
2026-07-02T11:34:55.000Z,EXCAVATOR-NODE-04,False,0.0,10.77,3.0,SWINGING,4,NULL
2026-07-02T11:34:57.000Z,EXCAVATOR-NODE-04,False,0.0,14.1,1.8,DIGGING,-60,NULL
2026-07-02T11:34:59.000Z,EXCAVATOR-NODE-04,False,0.0,9.41,3.5,DIGGING,-15,NULL
2026-07-02T11:35:01.000Z,EXCAVATOR-NODE-04,False,0.0,11.06,1.8,SWINGING,61,NULL
2026-07-02T11:35:03.000Z,EXCAVATOR-NODE-04,False,0.0,10.85,3.9,SWINGING,-85,NULL
2026-07-02T11:35:05.000Z,EXCAVATOR-NODE-04,False,0.0,7.43,4.3,FORWARD,-111,NULL
2026-07-02T11:35:07.000Z,EXCAVATOR-NODE-04,False,0.0,7.67,4.5,IDLE,176,NULL
2026-07-02T11:35:09.000Z,EXCAVATOR-NODE-04,False,0.0,10.35,2.5,FORWARD,-132,NULL
2026-07-02T11:35:11.000Z,EXCAVATOR-NODE-04,False,0.0,13.85,3.0,IDLE,62,NULL
2026-07-02T11:35:13.000Z,EXCAVATOR-NODE-04,False,0.0,11.18,4.4,FORWARD,-36,NULL
2026-07-02T11:35:15.000Z,EXCAVATOR-NODE-04,False,0.0,9.94,1.9,SWINGING,103,NULL
2026-07-02T11:35:17.000Z,EXCAVATOR-NODE-04,False,0.0,9.51,2.1,SWINGING,105,NULL
2026-07-02T11:35:19.000Z,EXCAVATOR-NODE-04,False,0.0,13.59,3.7,FORWARD,18,NULL
2026-07-02T11:35:21.000Z,EXCAVATOR-NODE-04,True,0.93,0.84,4.0,FORWARD,-160,NULL
2026-07-02T11:35:23.000Z,EXCAVATOR-NODE-04,True,0.87,1.36,3.1,FORWARD,84,NULL
2026-07-02T11:35:25.000Z,EXCAVATOR-NODE-04,True,0.85,1.29,3.7,FORWARD,-59,NULL
2026-07-02T11:35:27.000Z,EXCAVATOR-NODE-04,True,0.92,1.04,3.7,FORWARD,-76,NULL
2026-07-02T11:35:29.000Z,EXCAVATOR-NODE-04,True,0.88,1.08,3.1,FORWARD,-117,NULL
2026-07-02T11:35:31.000Z,EXCAVATOR-NODE-04,True,0.87,1.35,4.1,FORWARD,-39,NULL
2026-07-02T11:35:33.000Z,EXCAVATOR-NODE-04,True,0.9,1.35,4.1,FORWARD,98,NULL
2026-07-02T11:35:35.000Z,EXCAVATOR-NODE-04,True,0.93,0.95,4.0,FORWARD,94,NULL
2026-07-02T11:35:37.000Z,EXCAVATOR-NODE-04,True,0.85,1.28,3.8,FORWARD,-85,NULL
2026-07-02T11:35:39.000Z,EXCAVATOR-NODE-04,True,0.88,1.02,3.1,FORWARD,-27,NULL
2026-07-02T11:35:41.000Z,EXCAVATOR-NODE-04,True,0.89,1.1,3.1,FORWARD,108,NULL
2026-07-02T11:35:43.000Z,EXCAVATOR-NODE-04,True,0.92,1.2,3.8,FORWARD,-69,NULL
2026-07-02T11:35:45.000Z,EXCAVATOR-NODE-04,True,0.89,1.27,3.2,FORWARD,-128,NULL
2026-07-02T11:35:47.000Z,EXCAVATOR-NODE-04,True,0.91,1.17,3.4,FORWARD,94,NULL
2026-07-02T11:35:49.000Z,EXCAVATOR-NODE-04,True,0.95,1.16,3.9,FORWARD,-20,NULL
2026-07-02T11:35:51.000Z,EXCAVATOR-NODE-04,True,0.93,1.32,3.7,FORWARD,46,NULL
2026-07-02T11:35:53.000Z,EXCAVATOR-NODE-04,False,0.0,11.78,4.0,DIGGING,-16,NULL
2026-07-02T11:35:55.000Z,EXCAVATOR-NODE-04,False,0.0,9.55,4.2,FORWARD,131,NULL
2026-07-02T11:35:57.000Z,EXCAVATOR-NODE-04,False,0.0,14.8,2.4,DIGGING,-81,NULL
