timestamp,node_id,human_detected,confidence_score,distance_m,machine_speed_kmh,machine_state,cabin_rotation_deg,image_base64_preview
2026-07-02T11:34:21.000Z,EXCAVATOR-NODE-01,False,0.0,7.76,3.4,FORWARD,-123,NULL
2026-07-02T11:34:23.000Z,EXCAVATOR-NODE-01,False,0.0,6.36,3.4,DIGGING,50,NULL
2026-07-02T11:34:25.000Z,EXCAVATOR-NODE-01,False,0.0,6.57,4.2,FORWARD,111,NULL
2026-07-02T11:34:27.000Z,EXCAVATOR-NODE-01,False,0.0,6.13,2.2,IDLE,-13,NULL
2026-07-02T11:34:29.000Z,EXCAVATOR-NODE-01,False,0.0,6.24,2.6,SWINGING,-126,NULL
2026-07-02T11:34:31.000Z,EXCAVATOR-NODE-01,False,0.0,8.91,3.9,DIGGING,163,NULL
2026-07-02T11:34:33.000Z,EXCAVATOR-NODE-01,False,0.0,10.57,4.1,IDLE,33,NULL
2026-07-02T11:34:35.000Z,EXCAVATOR-NODE-01,False,0.0,8.19,3.0,IDLE,-166,NULL
2026-07-02T11:34:37.000Z,EXCAVATOR-NODE-01,False,0.0,8.73,4.2,FORWARD,-28,NULL
2026-07-02T11:34:39.000Z,EXCAVATOR-NODE-01,False,0.0,6.82,1.9,SWINGING,173,NULL
2026-07-02T11:34:41.000Z,EXCAVATOR-NODE-01,False,0.0,12.56,3.1,SWINGING,-52,NULL
2026-07-02T11:34:43.000Z,EXCAVATOR-NODE-01,False,0.0,6.46,2.2,DIGGING,-127,NULL
2026-07-02T11:34:45.000Z,EXCAVATOR-NODE-01,False,0.0,13.05,3.0,SWINGING,166,NULL
2026-07-02T11:34:47.000Z,EXCAVATOR-NODE-01,False,0.0,11.34,4.1,IDLE,-116,NULL
2026-07-02T11:34:49.000Z,EXCAVATOR-NODE-01,False,0.0,7.57,2.0,IDLE,-156,NULL
2026-07-02T11:34:51.000Z,EXCAVATOR-NODE-01,False,0.0,8.48,2.4,DIGGING,134,NULL
2026-07-02T11:34:53.000Z,EXCAVATOR-NODE-01,False,0.0,11.25,2.9,IDLE,19,NULL
2026-07-02T11:34:55.000Z,EXCAVATOR-NODE-01,False,0.0,9.88,2.9,FORWARD,-100,NULL
2026-07-02T11:34:57.000Z,EXCAVATOR-NODE-01,False,0.0,10.08,3.8,DIGGING,-16,NULL
2026-07-02T11:34:59.000Z,EXCAVATOR-NODE-01,False,0.0,6.22,3.7,FORWARD,-125,NULL
2026-07-02T11:35:01.000Z,EXCAVATOR-NODE-01,True,0.92,0.91,3.4,REVERSING,155,NULL
2026-07-02T11:35:03.000Z,EXCAVATOR-NODE-01,True,0.97,0.71,2.8,REVERSING,-84,NULL
2026-07-02T11:35:05.000Z,EXCAVATOR-NODE-01,True,0.98,0.72,2.7,REVERSING,100,NULL
2026-07-02T11:35:07.000Z,EXCAVATOR-NODE-01,True,0.9,0.59,3.1,REVERSING,143,NULL
2026-07-02T11:35:09.000Z,EXCAVATOR-NODE-01,True,0.96,0.53,3.5,REVERSING,4,NULL
2026-07-02T11:35:11.000Z,EXCAVATOR-NODE-01,True,0.95,0.56,3.3,REVERSING,-98,NULL
2026-07-02T11:35:13.000Z,EXCAVATOR-NODE-01,True,0.89,1.08,2.8,REVERSING,173,NULL
2026-07-02T11:35:15.000Z,EXCAVATOR-NODE-01,True,0.96,0.43,3.0,REVERSING,-84,NULL
2026-07-02T11:35:17.000Z,EXCAVATOR-NODE-01,True,0.92,1.17,2.4,REVERSING,161,NULL
2026-07-02T11:35:19.000Z,EXCAVATOR-NODE-01,True,0.97,0.76,2.9,REVERSING,-44,NULL
2026-07-02T11:35:21.000Z,EXCAVATOR-NODE-01,True,0.93,0.55,2.8,REVERSING,-139,NULL
2026-07-02T11:35:23.000Z,EXCAVATOR-NODE-01,True,0.89,1.16,2.3,REVERSING,-172,NULL
2026-07-02T11:35:25.000Z,EXCAVATOR-NODE-01,True,0.97,0.53,2.1,REVERSING,-129,NULL
2026-07-02T11:35:27.000Z,EXCAVATOR-NODE-01,True,0.92,0.82,3.3,REVERSING,-167,NULL
2026-07-02T11:35:29.000Z,EXCAVATOR-NODE-01,True,0.97,0.68,2.6,REVERSING,41,NULL
2026-07-02T11:35:31.000Z,EXCAVATOR-NODE-01,True,0.98,1.1,2.8,REVERSING,-118,NULL
2026-07-02T11:35:33.000Z,EXCAVATOR-NODE-01,False,0.0,6.6,3.0,IDLE,-63,NULL
2026-07-02T11:35:35.000Z,EXCAVATOR-NODE-01,False,0.0,12.36,2.2,IDLE,-139,NULL
2026-07-02T11:35:37.000Z,EXCAVATOR-NODE-01,False,0.0,9.09,2.1,SWINGING,-82,NULL
2026-07-02T11:35:39.000Z,EXCAVATOR-NODE-01,False,0.0,8.66,3.6,DIGGING,30,NULL
2026-07-02T11:35:41.000Z,EXCAVATOR-NODE-01,False,0.0,11.51,3.1,IDLE,-19,NULL
2026-07-02T11:35:43.000Z,EXCAVATOR-NODE-01,False,0.0,12.85,2.8,DIGGING,88,NULL
2026-07-02T11:35:45.000Z,EXCAVATOR-NODE-01,False,0.0,13.92,1.7,SWINGING,98,NULL
2026-07-02T11:35:47.000Z,EXCAVATOR-NODE-01,False,0.0,6.94,4.2,DIGGING,16,NULL
2026-07-02T11:35:49.000Z,EXCAVATOR-NODE-01,False,0.0,6.78,3.1,DIGGING,175,NULL
2026-07-02T11:35:51.000Z,EXCAVATOR-NODE-01,False,0.0,9.43,2.1,FORWARD,36,NULL
2026-07-02T11:35:53.000Z,EXCAVATOR-NODE-01,False,0.0,14.31,4.0,IDLE,133,NULL
2026-07-02T11:35:55.000Z,EXCAVATOR-NODE-01,False,0.0,14.21,2.4,FORWARD,25,NULL
2026-07-02T11:35:57.000Z,EXCAVATOR-NODE-01,False,0.0,9.95,2.8,IDLE,-9,NULL
2026-07-02T11:35:59.000Z,EXCAVATOR-NODE-01,False,0.0,6.01,4.0,SWINGING,-32,NULL
2026-07-02T11:36:01.000Z,EXCAVATOR-NODE-01,False,0.0,11.74,2.6,SWINGING,-112,NULL
2026-07-02T11:36:03.000Z,EXCAVATOR-NODE-01,False,0.0,9.05,3.6,FORWARD,123,NULL
2026-07-02T11:36:05.000Z,EXCAVATOR-NODE-01,False,0.0,7.31,2.3,DIGGING,163,NULL
2026-07-02T11:36:07.000Z,EXCAVATOR-NODE-01,False,0.0,11.71,2.5,DIGGING,28,NULL
2026-07-02T11:36:09.000Z,EXCAVATOR-NODE-01,False,0.0,9.09,1.6,DIGGING,-140,NULL
2026-07-02T11:36:11.000Z,EXCAVATOR-NODE-01,False,0.0,7.2,2.2,SWINGING,-130,NULL
2026-07-02T11:36:13.000Z,EXCAVATOR-NODE-01,False,0.0,9.51,2.8,IDLE,33,NULL
2026-07-02T11:36:15.000Z,EXCAVATOR-NODE-01,False,0.0,13.96,2.2,FORWARD,155,NULL
2026-07-02T11:36:17.000Z,EXCAVATOR-NODE-01,False,0.0,14.69,4.1,SWINGING,13,NULL
2026-07-02T11:36:19.000Z,EXCAVATOR-NODE-01,False,0.0,10.95,3.8,FORWARD,53,NULL
2026-07-02T11:36:21.000Z,EXCAVATOR-NODE-01,False,0.0,9.77,2.1,IDLE,-25,NULL
2026-07-02T11:36:23.000Z,EXCAVATOR-NODE-01,False,0.0,13.13,4.1,FORWARD,-135,NULL
2026-07-02T11:36:25.000Z,EXCAVATOR-NODE-01,False,0.0,14.61,1.9,DIGGING,-138,NULL
2026-07-02T11:36:27.000Z,EXCAVATOR-NODE-01,False,0.0,14.34,3.0,DIGGING,142,NULL
2026-07-02T11:36:29.000Z,EXCAVATOR-NODE-01,False,0.0,13.19,2.4,FORWARD,63,NULL
2026-07-02T11:36:31.000Z,EXCAVATOR-NODE-01,False,0.0,6.23,2.1,IDLE,-146,NULL
2026-07-02T11:36:33.000Z,EXCAVATOR-NODE-01,False,0.0,13.49,2.8,DIGGING,-160,NULL
2026-07-02T11:36:35.000Z,EXCAVATOR-NODE-01,False,0.0,12.68,1.6,SWINGING,-61,NULL
2026-07-02T11:36:37.000Z,EXCAVATOR-NODE-01,False,0.0,13.16,3.9,IDLE,-120,NULL
2026-07-02T11:36:39.000Z,EXCAVATOR-NODE-01,False,0.0,9.2,2.1,IDLE,64,NULL
2026-07-02T11:36:41.000Z,EXCAVATOR-NODE-01,False,0.0,14.24,2.6,DIGGING,115,NULL
2026-07-02T11:36:43.000Z,EXCAVATOR-NODE-01,False,0.0,7.66,1.7,SWINGING,-113,NULL
2026-07-02T11:36:45.000Z,EXCAVATOR-NODE-01,False,0.0,10.39,2.6,DIGGING,36,NULL
2026-07-02T11:36:47.000Z,EXCAVATOR-NODE-01,False,0.0,12.33,2.1,SWINGING,103,NULL
2026-07-02T11:36:49.000Z,EXCAVATOR-NODE-01,False,0.0,9.0,4.3,FORWARD,56,NULL
2026-07-02T11:36:51.000Z,EXCAVATOR-NODE-01,False,0.0,11.84,3.4,IDLE,85,NULL
2026-07-02T11:36:53.000Z,EXCAVATOR-NODE-01,False,0.0,10.79,3.5,DIGGING,39,NULL
2026-07-02T11:36:55.000Z,EXCAVATOR-NODE-01,False,0.0,12.01,3.1,FORWARD,19,NULL
2026-07-02T11:36:57.000Z,EXCAVATOR-NODE-01,False,0.0,13.76,3.4,SWINGING,52,NULL
2026-07-02T11:36:59.000Z,EXCAVATOR-NODE-01,False,0.0,13.99,2.3,FORWARD,22,NULL
2026-07-02T11:37:01.000Z,EXCAVATOR-NODE-01,False,0.0,14.46,2.4,IDLE,-142,NULL
2026-07-02T11:37:03.000Z,EXCAVATOR-NODE-01,False,0.0,13.48,4.3,FORWARD,145,NULL
2026-07-02T11:37:05.000Z,EXCAVATOR-NODE-01,False,0.0,10.44,2.1,FORWARD,55,NULL
2026-07-02T11:37:07.000Z,EXCAVATOR-NODE-01,False,0.0,10.08,3.3,FORWARD,-81,NULL
2026-07-02T11:37:09.000Z,EXCAVATOR-NODE-01,False,0.0,14.88,4.5,IDLE,-47,NULL
2026-07-02T11:37:11.000Z,EXCAVATOR-NODE-01,False,0.0,11.64,1.9,IDLE,177,NULL
2026-07-02T11:37:13.000Z,EXCAVATOR-NODE-01,False,0.0,12.91,1.9,IDLE,-128,NULL
2026-07-02T11:37:15.000Z,EXCAVATOR-NODE-01,False,0.0,14.37,3.4,FORWARD,-44,NULL
2026-07-02T11:37:17.000Z,EXCAVATOR-NODE-01,False,0.0,14.13,4.4,DIGGING,152,NULL
2026-07-02T11:37:19.000Z,EXCAVATOR-NODE-01,False,0.0,7.16,2.2,SWINGING,-62,NULL
2026-07-02T11:37:21.000Z,EXCAVATOR-NODE-01,False,0.0,11.55,2.0,IDLE,-79,NULL
2026-07-02T11:37:23.000Z,EXCAVATOR-NODE-01,False,0.0,11.86,3.1,FORWARD,-49,NULL
2026-07-02T11:37:25.000Z,EXCAVATOR-NODE-01,False,0.0,14.95,4.1,SWINGING,42,NULL
2026-07-02T11:37:27.000Z,EXCAVATOR-NODE-01,False,0.0,10.59,3.6,FORWARD,69,NULL
2026-07-02T11:37:29.000Z,EXCAVATOR-NODE-01,False,0.0,9.56,4.0,FORWARD,-111,NULL
2026-07-02T11:37:31.000Z,EXCAVATOR-NODE-01,False,0.0,6.68,2.1,DIGGING,-130,NULL
2026-07-02T11:37:33.000Z,EXCAVATOR-NODE-01,False,0.0,14.12,2.9,IDLE,16,NULL
2026-07-02T11:37:35.000Z,EXCAVATOR-NODE-01,False,0.0,8.38,2.4,DIGGING,-71,NULL
2026-07-02T11:37:37.000Z,EXCAVATOR-NODE-01,False,0.0,8.63,4.2,SWINGING,-90,NULL
2026-07-02T11:37:39.000Z,EXCAVATOR-NODE-01,False,0.0,8.56,2.3,SWINGING,-95,NULL
