timestamp,node_id,human_detected,confidence_score,distance_m,machine_speed_kmh,machine_state,cabin_rotation_deg,image_base64_preview
2026-07-02T11:34:21.000Z,EXCAVATOR-NODE-03,False,0.0,8.92,3.1,DIGGING,117,NULL
2026-07-02T11:34:23.000Z,EXCAVATOR-NODE-03,False,0.0,8.79,3.4,IDLE,160,NULL
2026-07-02T11:34:25.000Z,EXCAVATOR-NODE-03,False,0.0,11.09,3.1,SWINGING,58,NULL
2026-07-02T11:34:27.000Z,EXCAVATOR-NODE-03,False,0.0,6.64,1.9,IDLE,156,NULL
2026-07-02T11:34:29.000Z,EXCAVATOR-NODE-03,False,0.0,11.99,2.1,IDLE,-87,NULL
2026-07-02T11:34:31.000Z,EXCAVATOR-NODE-03,False,0.0,13.11,3.8,IDLE,-169,NULL
2026-07-02T11:34:33.000Z,EXCAVATOR-NODE-03,False,0.0,12.17,3.7,IDLE,157,NULL
2026-07-02T11:34:35.000Z,EXCAVATOR-NODE-03,False,0.0,9.46,3.7,DIGGING,-61,NULL
2026-07-02T11:34:37.000Z,EXCAVATOR-NODE-03,False,0.0,14.8,1.7,FORWARD,71,NULL
2026-07-02T11:34:39.000Z,EXCAVATOR-NODE-03,False,0.0,8.42,4.3,IDLE,138,NULL
2026-07-02T11:34:41.000Z,EXCAVATOR-NODE-03,False,0.0,12.43,4.2,FORWARD,52,NULL
2026-07-02T11:34:43.000Z,EXCAVATOR-NODE-03,False,0.0,10.71,4.4,DIGGING,82,NULL
2026-07-02T11:34:45.000Z,EXCAVATOR-NODE-03,False,0.0,14.46,2.5,IDLE,-34,NULL
2026-07-02T11:34:47.000Z,EXCAVATOR-NODE-03,False,0.0,11.83,3.8,SWINGING,-98,NULL
2026-07-02T11:34:49.000Z,EXCAVATOR-NODE-03,False,0.0,9.77,2.7,FORWARD,-116,NULL
2026-07-02T11:34:51.000Z,EXCAVATOR-NODE-03,False,0.0,12.61,4.0,FORWARD,-72,NULL
2026-07-02T11:34:53.000Z,EXCAVATOR-NODE-03,False,0.0,13.36,1.8,IDLE,120,NULL
2026-07-02T11:34:55.000Z,EXCAVATOR-NODE-03,False,0.0,9.54,3.4,SWINGING,-70,NULL
2026-07-02T11:34:57.000Z,EXCAVATOR-NODE-03,False,0.0,14.55,2.2,SWINGING,-46,NULL
2026-07-02T11:34:59.000Z,EXCAVATOR-NODE-03,False,0.0,13.1,3.5,SWINGING,125,NULL
2026-07-02T11:35:01.000Z,EXCAVATOR-NODE-03,False,0.0,11.14,4.1,SWINGING,84,NULL
2026-07-02T11:35:03.000Z,EXCAVATOR-NODE-03,False,0.0,9.07,2.1,IDLE,55,NULL
2026-07-02T11:35:05.000Z,EXCAVATOR-NODE-03,False,0.0,9.95,3.0,SWINGING,-131,NULL
2026-07-02T11:35:07.000Z,EXCAVATOR-NODE-03,False,0.0,14.02,2.3,DIGGING,-44,NULL
